Link,Story_Line,Summary_Story_Line,Human_Edited
https://www.imdb.com/title/tt2286990/,"In this romantic comedy, The Right Kind of Wrong, Leo Palamino is a failed-writer-turned-dishwasher made famous for his many flaws and shortcomings in a blog called ""Why You Suck,"" a huge Internet success written by his ex-wife. Then Leo meets Colette, the girl of his dreams... on the day she is marrying the perfect man. And so, the ultimate underdog story begins as Leo, a fearless dreamer, risks all to show Colette and the whole wide world all that is right with a man famous for being wrong.",All images are copyrighted.,
https://www.imdb.com/title/tt8289758/,"A senator's aide returns to her small corrupt hometown of San Bonifacio, TX near the U.S.-Mexico border to investigate the death of her sister - a local cop killed by a car bomb. She unravels a complex web of lies, crimes and conspiracies.",A political thriller set in a small Texas town.,
https://www.imdb.com/title/tt8647310/,"In the underworld of debt-collecting, homegrown hustler Peg Dahl will do anything to escape Buffalo, NY.","As part of our series of letters from African-American journalists, filmmaker and columnist Don Riddell looks at some of the more unusual stories from the African-American community.",
https://www.imdb.com/title/tt2515034/,"A sniper on a mercenary assassination team, working for an unknown client, kills the minister of mines of the Congo. Terrier's (Sean Penn's) successful kill shot forces him to go into hiding to protect himself and the members of the team from retribution. This includes abruptly abandoning his girlfriend who has no idea what is going on. The assassination, paid for by a foreign mining company, triggers wide spread chaos and death in an already inflamed Congo. Terrier returns to the Congo years later working for an NGO, but eventually finds himself to be the target of a paid hit squad somehow connected to the ministers assassination. This leads to immediate deaths and the endangerment of the people working around him, and forces him back into hiding. In trying to discover who has put a price on his head, he begins to reconnect to the members of his old assassination team, including his old girlfriend. Always aware there is no path to redemption for his crimes, he is also periodically incapacitated by a type of accumulated and evolving physical brain damage caused by the hard knocks of his occupation. Unexpectedly, given the time that has elapsed, his reconnection to his old assassination team exposes additional intrigues with immediate deadly consequences. All of his years spent in hiding, have merely delayed the twisted end game that now enfolds.",A thriller set in the Democratic Republic of Congo in the early 1990s.,
https://www.imdb.com/title/tt6316138/,"In 1950, amid-st the ravages of the Korean War, Sergeant Süleyman stumbles upon a half-frozen little girl, with no parents and no help in sight. Frantic, scared and on the verge of death, this little girl captures the heart of Süleyman, who risks his own life to save her, smuggling her into his Army base and out of harms way. Not knowing her name and unable to communicate with her, Süleyman names her Ayla, in reminiscence of the moon on the fateful night during which they met. The two form an instantaneous and inseparable bond, and Ayla, almost effortlessly, brings an uncanny joy to the Turkish brigade in the grip of war. As the war comes to a close however, Süleyman's brigade is told that they will be returning home. Süleyman cannot bear abandoning Ayla, and does everything within his power to take her with him. After repeated failure, he is forced to give Ayla to an orphanage, but doesn't give up on the hope of one day reuniting with her. Will the two ever get back together?",Based on the true story of a Turkish soldier who smuggled a young girl into his Army base during the Korean War.,
https://www.imdb.com/title/tt7608418/,"When a reporter goes undercover as a tutor to get the inside scoop on a playboy prince, she gets tangled in some royal intrigue and ends up finding love - but will she be able to keep up her lie?",The Secret Life of the Prince of Wales is back on BBC One.,
https://www.imdb.com/title/tt5226220/,A television reboot of the film 'Tremors' in which a small town is gripped with fear over giant underground worms living beneath them.,The BBC's 'Tremors' returns to our screens this weekend.,
https://www.imdb.com/title/tt7395992/,"The London-set series centers on a young woman pursued by shadowy paranormal adversaries while grappling with extraordinary abilities of her own. After waking in a park with total amnesia surrounded by dead bodies, she must fight to uncover her past, and resume her position at the head of Britain's most secret (supernatural) service before the traitors who stole her memory can finish what they started.",BBC One's supernatural thriller Penny Dreadful has been commissioned for a second series.,
https://www.imdb.com/title/tt2702724/,"The story follows Michelle Darnell, a titan of industry who is sent to prison for insider trading, denounced by her former lover, Renault, who still holds a heavy grudge towards her for their breakup, after getting a promotion a few years ago. After doing her time, Michelle emerges, ready to re-brand herself as America's latest sweetheart, but not everyone she steamrolled is not so quick to forgive and forget. With nowhere to go and no one to scam, Michelle is forced to move in with former assistant Claire and her young daughter, Rachel. Now at her lowest point, Michelle wastes no time in devising a winner-take-all plan to rebuild her empire..",Based on the best-selling novel of the same name by Kathryn Stockett.,
https://www.imdb.com/title/tt2402137/,"Follows a deep-cover operative named Martin Odum, who has an uncanny ability to transform himself into a different person for each job. But his own identity comes into question when a mysterious stranger suggests that Martin isn't who he thinks he is.",A spy thriller with a twist.,
https://www.imdb.com/title/tt9165642/,A shy outsider tries to make friends with the popular high school cheerleader and seeks revenge after she's rejected.,Based on the best-selling novel of the same name,
https://www.imdb.com/title/tt1966604/,"In 1994, a thirteen year old boy disappeared from San Antonio, Texas. Three and a half years later, he is found alive and well thousands of miles away in Europe. He tells a story of kidnap and torture when he returns. While his family is excited to bring him home, all is not as it seem.",This is the story of a boy who has been missing for more than 20 years.,
https://www.imdb.com/title/tt2311526/,"At 14, Diane is an enigmatic teenager and a loner. She is busy bringing up her little brother, Marc, and has an intense relationship with her father, Christian. The appearance of Julia, a young charismatic and emancipated English girl, in her neighbourhood turns Diane's everyday life upside down. Diane, who wants to break the bounds of childhood at any price, goes through the most dramatic experiences of her life in the space of six months. The closer she is to Julia, the more she turns her back on morality, paying no attention to the consequences or the limits of her desires.",A coming-of-age story set in a small town in the south-west of France.,
https://www.imdb.com/title/tt4465572/,"In a small, blue-collar town in Pennsylvania, a 32-year-old woman's teen daughter goes missing and she is left to raise her infant grandson alone. The story is told over the course of 11 years, from the time her daughter vanishes, through the the trials-and-tribulations of subsequent years looking for closure, leading up the long-awaited discovery of the truth.",The disappearance and suspected murder of a teenage girl in the 1980s is the subject of a new film by Oscar-winning screenwriter Dustin Lance Black.,
https://www.imdb.com/title/tt2398249/,"In New York City, couple Joel and Molly are having dinner with their couple friends, Kyle and Karen. In the general discussion of their respective relationships and how they met, Joel and Molly, in telling their story, say that it is exactly like a corny romantic comedy. The story they end up telling not only has every romantic comedy cliché thrown in, but it is told in the style of a romantic comedy, complete with crazy characters who should be smarter to figure out a smoother path to a happy ending for Joel and Molly. But that one romantic comedy element that is the big payoff may not be reality, or perhaps it is.","In this week's episode of The Exes, we meet two couples who are about to get married.",
https://www.imdb.com/title/tt6045466/,"Adding a little spice to a waning marriage, Anne and Bob, a wealthy and well-connected American couple, move into a manor house in romantic Paris. While preparing a particularly luxurious dinner for sophisticated international friends, our hostess discovers there are thirteen guests. Panic-stricken, Anne insists her loyal maid Maria disguise herself as a mysterious Spanish noble woman to even out the numbers. But a little too much wine, and some playful chat, lead Maria to accidentally endear herself to a dandy British art broker. Their budding romance will have Anne chasing her maid around Paris and finally plotting to destroy this most unexpected and joyous love affair.",Based on the best-selling novel of the same name by Patricia Highsmith.,
https://www.imdb.com/title/tt7949204/,A woman survives a heart transplant and begins to develop different personality traits.,A woman survives a heart transplant and begins to develop different personality traits.,
https://www.imdb.com/title/tt2098627/,Aspiring college cheerleader Cassie Stratford consumes an experimental drug that grants her beauty and enough athletic ability to make the cheer squad. It has an unforeseen side effect - she starts to grow and grow and grow.,A young woman's life is turned upside down when she takes an experimental drug.,
https://www.imdb.com/title/tt3672742/,"In a post-apocalyptic future, THE KID, a young solitary scavenger obsessed with comic books must face his fears and become a reluctant hero when he meets a mysterious girl named APPLE. Despite their efforts to keep to themselves, ZEUS, the sadistic and self-proclaimed leader of the Wasteland, plagues THE KID and APPLE. Armed with little more than blind faith and an ancient turbocharged weapon, THE KID learns of justice and friendship and embarks on an incredible journey to rid the Wasteland of evil and save the girl of his dreams.","Based on the Eisner Award-winning comic book series of the same name, The KID tells the story of a boy who must overcome his fears to save the girl of his dreams.",
https://www.imdb.com/title/tt1667321/,"Adapted by Ian McEwan from his bestselling novel, the drama centers on a young couple of drastically different backgrounds in the summer of 1962. Following the pair through their idyllic courtship, this movie explores sex and the societal pressure that can accompany physical intimacy, leading to an awkward and fateful wedding night.",The Sense of an Ending is a coming-of-age story set in 1960s London.,
https://www.imdb.com/title/tt1698441/,"When Steve is asked by The Observer to tour Northern England's finest restaurants, he envisions it as the perfect getaway with his beautiful girlfriend. But, when she backs out on him, he has no one to accompany him but his best friend and source of eternal aggravation, Rob. Series two finds the men touring Italy.",Comedians Steve Coogan and Rob Brydon return to our screens for the second series of their hit comedy Steve Coogan's Porridge.,
https://www.imdb.com/title/tt2317225/,"Two artificial intelligence engineers come together as they work to create the first ever self-aware artificial intelligence. A veteran AI engineer secretly hopes to develop technology to help his diseased daughter, even if it means funding comes from the powerful Ministry of Defence (MoD). His new partner, a young woman gifted in the field of AI, is brought on after her breakthroughs are recognized by the MoD. Things go wrong when the MoD takes over and advances the researchers' work to the next level, teaching the AI to kill and follow MoD instructions with its new and nearly indestructible body.",A sci-fi thriller set in the world of artificial intelligence.,
https://www.imdb.com/title/tt5895028/,"The film begins with the idea that 25 percent of the people in the world who are incarcerated are incarcerated in the U.S. Although the U.S. has just 5% of the world's population. ""13th"" charts the explosive growth in America's prison population; in 1970, there were about 200,000 prisoners; today, the prison population is more than 2 million. The documentary touches on chattel slavery; D. W. Griffith's film ""The Birth of a Nation""; Emmett Till; the civil rights movement; the Civil Rights Act of 1964; Richard M. Nixon; and Ronald Reagan's declaration of the war on drugs and much more.","""13th"" is a documentary about the criminal justice system in the United States.",
https://www.imdb.com/title/tt2484120/,"To the annoyance of her cat a kindly witch allows a dog, a bird and a frog who have helped her retrieve things she has lost to ride on her broomstick, making it top heavy. The broom is destroyed by a fire-breathing dragon who threatens to eat the witch but the creatures band together to impersonate a monster and save her. As a result she fashions a luxurious new broom with seats on which they can all ride comfortably.","A tale of a witch, her pet animals and a fire-breathing dragon.",
https://www.imdb.com/title/tt11617414/,"The Slaton sisters averaging over a thousand pounds, have always depended on each other for support. Now in their 30s, Amy wants to have children, but cannot due to her weight, while her elder sister Tammy is near bedridden.",Two sisters from the Isle of Man have been sharing their struggles to lose weight.,
https://www.imdb.com/title/tt3758162/,"After serving 19 years in prison for a crime not committed, Frank is released. He will have to make a choice - to make up for lost years with his son or to take revenge on people whom he considered friends. Will Frank be able to start life again?","This is the story of Frank, a man who has been wrongly convicted of a crime he did not commit.",
https://www.imdb.com/title/tt2125435/,"Hushpuppy, an intrepid six-year-old girl, lives with her father, Wink, in the Bathtub, a southern Delta community at the edge of the world. Wink's tough love prepares her for the unraveling of the universe; for a time when he's no longer there to protect her. When Wink contracts a mysterious illness, nature flies out of whack, temperatures rise, and the ice caps melt, unleashing an army of prehistoric creatures called aurochs. With the waters rising, the aurochs coming, and Wink's health fading, Hushpuppy goes in search of her lost mother.",All images are copyrighted.,
https://www.imdb.com/title/tt2980472/,"Ted Morgan has been treading water for most of his life. After his wife leaves him, Ted realizes he has nothing left to live for. Summoning the courage for one last act, Ted decides to go home and face the people he feels are responsible for creating the shell of a person he has become. But life is tricky. The more determined Ted is to confront his demons, to get closure, and to withdraw from his family, the more Ted is yanked into the chaos of their lives. So, when Ted Morgan decides to kill himself, he finds a reason to live.",This is the story of a man who decides to take his own life.,
https://www.imdb.com/title/tt3214310/,"""Tut"" reveals, for the first time on television, the story of the Egyptian Pharaoh, one of the most renowned leaders in human history. This ambitious special-event series tells the story of Tut's rise to power and his struggle to lead Egypt to glory, while his closest advisors, friends and lovers scheme for their own nefarious interests. ""Tut"" opens up a fascinating window into a world filled with heart-breaking romance, epic battles, political backstabbing, conspiracy, jealousy, and even murder - proving his world was not far removed from our own - and that his reign as the youngest Egyptian king played out as a real-life drama for the ages.","The world's most famous pharaoh, King Tutankhamun, is the focus of a new 10-part epic series on BBC One.",
https://www.imdb.com/title/tt7978912/,"Set during the thrilling social change of the mid-1950s, THE BLETCHLEY CIRCLE: SAN FRANCISCO captures the lives of four remarkable women gifted with extraordinary intelligence, breathtaking capacity for pattern recognition, and a genius for decryption. Years after secretly serving during WWII as code-breakers tasked with penetrating the Axis Powers' secret communications, they turn their skills to solving murders overlooked by police. In the process they are plunged into fascinating corners of the city, forge powerful relationships, and rediscover their own powers and potential. Our women achieve justice not only for the victims, but also for themselves as they carve out new lives in the wider world.","Based on the best-selling novel of the same name, the BBC's The Bletchley Circle tells the true story of Britain's most elite female code-breakers during World War II.",
https://www.imdb.com/title/tt5692740/,Comedy soap opera re-imagining the lives of the British Royal Family as you have never seen them before.,"The Duke and Duchess of Cambridge, the Prince of Wales, the Duke and Duchess of Cambridge, the Duke and Duchess of Cambridge, the Duke and Duchess of Cambridge, the Duke and Duchess of Cambridge, the Duke and Duchess of Cambridge, the Duke and Duchess of Cambridge, the Duke and Duchess of Cambridge, the",
https://www.imdb.com/title/tt7312940/,"In 2020, Elias van Dorne (John Cusack), CEO of VA Industries, the world's largest robotics company, introduces his most powerful invention--Kronos, a super computer designed to end all wars. When Kronos goes online, it quickly determines that mankind, itself, is the biggest threat to world peace and launches a worldwide robot attack to rid the world of the ""infection"" of man. Ninety-seven years later, a small band of humans remain alive but on the run from the robot army. A teenage boy, Andrew (Julian Schaffner) and a teenage girl, Calia (Jeannine Wacker), form an unlikely alliance to reach a new world, where it is rumored mankind exists without fear of robot persecution. But does this world actually exist? And will they live long enough to find out?","A dystopian sci-fi thriller starring John Cusack, Julian Schaffner and Jeannine Wacker.",
https://www.imdb.com/title/tt10437218/,"The Sanders family is the most esteemed family in all of Los Angeles. Direct descendants of Letty Sanders, a slave who became the richest black woman in the newly-formed City of Angels, their influence can be felt throughout the city. However, their world is turned upside down when their matriarch, Pamela Sanders, suddenly dies. Cameron Sanders Sr. struggles to deal with the death of his beloved wife while holding his family and business together. Things get worse when Cameron becomes the target of an SEC investigation for money laundering. His proud son, Cameron ""Cam"" Sanders Jr., is desperate to find the truth behind the suspicious circumstances surrounding his mother's death. He finds staying on track difficult when terrible choices and a growing confusion over his sexuality cause him to lash out in ruthless ways. The younger son, Torrance Sanders, is a basketball standout being chased by the NBA, but finds staying focused hard after his mother's death. When Cameron Sr.'s daughter Stephanie comes home from Paris, she does everything possible to keep a leash on the ambitions of her father's duplicitous mistress, Carissa, but Stephanie's own search for love leads her back into the arms of Raymond, her cousin's husband. Can the Sanders family find a way to face their enemies together and uphold the family name, or will the tangled secrets and lies tear them apart?","A wealthy Los Angeles family's world is turned upside down when their matriarch, Pamela Sanders, suddenly dies.",
https://www.imdb.com/title/tt2166834/,"After a 10 year absence, the Dark Knight has returned to Gotham to fight the Mutant threat. After defeating the mutants, he has taken control of a gang loyal to him in order to make Gotham a safer place. But, the Joker has decided to stop this, and fights against Batman in a deadly duel. Meanwhile, the Man of Steel is ordered to stop the Dark Knight because the government believes that his ways are wrong. As Batman fights the Joker, the Man of Steel prepares for his greatest fight.",Batman v Superman: Dawn of Justice is out now on DVD and Blu-ray.,
https://www.imdb.com/title/tt2309021/,"A seemingly wholesome and benevolent family, the Parkers have always kept to themselves, and for good reason. Behind closed doors, patriarch Frank rules his family with a rigorous fervor, determined to keep his ancestral customs intact at any cost. As a torrential rainstorm moves into the area, tragedy strikes and his daughters Iris and Rose are forced to assume responsibilities that extend beyond those of a typical family. As the unrelenting downpour continues to flood their small town, the local authorities begin to uncover clues that bring them closer to the secret that the Parkers have held closely for so many years.",The Parkers are a tight-knit family who live in a small town in the American Midwest.,
https://www.imdb.com/title/tt1954315/,"A priest and his companion hunt silently through the fields, accompanied by a braying dog. They are armed and deadly. Their quarry is Camiel Borgman (Jan Bijvoet), living in military sparseness in an underground den, near companions Ludwig and Pascal. Camiel scrapes out with some difficulty, hitching a ride with a doomed truck driver on a relentless trip to the heart of suburbia. He passes by two odd women, Brenda and Ilonka, with whom he seems to share a history. When a dirty Camiel arrives at the door of artist Marina and media executive Richard's expansive, designer-chic home, the shifting perceptions of Van Warmerdam's screenplay begin to displace and disorient the audience. Hallucinogenic elements dot the consciousness as Camiel shifts between the roles of victim and aggressor. He asks for a bath. He toys with Richard's jealousy. He is viciously beaten up by his cruelly intolerant host and left wounded on the floor. Marina seeks to assuage her guilt by allowing him a space for the night. She treats his wounds. She makes him some food. She begins to deceive her husband. And Camiel Borgman insistently starts to install himself in the house as his dark advances ebb and flow, push and pull. Marina is self-obsessed; Richard a casual racist; they employ a nanny Magot to look after their three small children, the youngest of whom, Isolde, sees Camiel early on and is responsive to his presence. ""There is something that surrounds us,"" says Marina, fearfully, but she is no longer in control. Large dogs roam casually through the house. There are flashes of something sinister in the garden as Camiel waits, and watches. Soon he is inhabiting Marina's dreams. ""Couldn't you come back in another capacity?,"" she asks him. ""I could,"" he says, ""...but it will have consequences.""","Writer-director Wim van Warmerdam's debut feature, The Man Who Ate My Homework, opens with an ominous prologue.",
https://www.imdb.com/title/tt6734482/,"In a community nourished and sustained by myth and bordered by untamed nature, the search for a serial killer becomes a matter of life and death for local detective Annie Redford who is trying to cope with her first murder case. When the body of local man Niall Swift is found at the foot of Carn Mohr Mountain and an isolated human heart on the loch shore, the town's normality is shattered and the nightmare begins. Chillingly, the beautiful scenery, undulating Highlands and vast expansive loch becomes a character in its own right adding a haunting depth to the community's plight.","Based on the best-selling novel of the same name, The Loch Ness Monster tells the story of a small Scottish town on the shores of Loch Ness.",
https://www.imdb.com/title/tt5500158/,A young pitcher becomes the first woman to play in the Major Leagues.,"In our series of letters from African journalists, filmmaker and columnist Farai Sevenzo looks at some of the most significant stories of the year.",
https://www.imdb.com/title/tt7371868/,"Set in the hidden world of intelligence, Pine Gap exposes the cost of secrecy and the stress inflicted on nations and individuals when our ultimate loyalty is to our country and not to our partner. When a civilian plane is shot down over Myanmar, the search for the true motive threatens the famously strong American/Australian joint military alliance through conflicting interests, personal ideals. - and one tragic mistake.","Based on the best-selling Australian novel of the same name, Pine Gap tells the story of an elite US special forces team sent to investigate the downing of a civilian plane over Myanmar.",
https://www.imdb.com/title/tt3672840/,"When corrupt Roman leader Tiberius arrives with a giant army to claim the Silk Road, Huo An and his group of trained warriors teams up with an elite legion of defected Roman soldiers led by General Lucius to maintain the delicate balance of power in the region. To protect his country and his new friends, Huo An gathers the warriors of thirty-six ethnic nations together to fight Tiberius in an incredible epic battle.","Based on the best-selling Chinese novel of the same name, the film tells the story of Huo An, a warrior from the ancient city of Xian.",
https://www.imdb.com/title/tt5153236/,"An American widowed woman left in debt by her unfaithfull husband finds a man living on the land of Hampstead. He lives in a broken down shack but happy with his life. One day she spots him being beaten up so calls the police and goes to see him, so after this she starts to fall for him and helps him from being evicted.",A love story set in London in the 1960s.,
https://www.imdb.com/title/tt7167658/,Superman battles against an insurmountable foe named Doomsday.,All images are copyrighted.,
https://www.imdb.com/title/tt2290553/,"A band of Vikings are stranded behind enemy lines on the coast of Alba as their longboat goes down in a dreadful storm. Their only chance of survival is to find a path to the Viking settlement, Danelagh, traversing an unfamiliar and hostile land they have never known. The journey becomes a race for their lives when the King of Alba sends his most feared mercenaries after them. But when the Vikings meet a kind Christian Monk who preaches with his sword, the hunters become the hunted as the Vikings set deadly traps, mercilessly decimating their pursuers one by one, culminating in a final and deadly encounter.","The story of one of Scotland's most famous huntsmen, the Hunt of Danelagh.",
https://www.imdb.com/title/tt1661275/,"During the London Blitz of World War II, Catrin Cole is recruited by the British Ministry of Information to write scripts for propaganda films that the public will actually watch without scoffing. In the line of her new duties, Cole investigates the story of two young women who supposedly piloted a boat in the Dunkirk Evacuation. Although it proved a complete misapprehension, the story becomes the basis for a fictional film with some possible appeal. As Cole labors to write the script with her new colleagues such as Tom Buckley, veteran actor Ambrose Hilliard must accept that his days as a leading man are over as he joins the project. Together, this disparate trio must struggle against such complications such as sexism against Cole, jealous relatives, and political interference in their artistic decisions even as London endures the bombs of the enemy. In the face of those challenges, they share a hope to contribute something meaningful in this time of war and in their own lives.","A World War II drama set in London during the Blitz, starring Ambrose Hilliard, Catrin Cole, and Tom Buckley.",
https://www.imdb.com/title/tt1179025/,"Desperate to cure her near catatonic sister, intrepid authoress Adèle Blanc-Sec braves ancient Egyptian tombs and modern Egyptian lowlife to locate a mummified doctor and get him back to Paris. Her hope is that oddball Professor Espérandieu will then use his unusual powers to bring the doctor back to life so he, in turn, can use his centuries-old skills on the unfortunate sister. In Paris however Espérandieu is already causing mayhem, having brought to life what was a safe museum egg but is now a very active pterodactyl. Paris 1911 may not be the healthiest place to be.",Paris 1911 may not be the healthiest place to be.,
https://www.imdb.com/title/tt1758595/,"During the last two years of her life, Princess Diana embarks on a final rite of passage: a secret love affair with Pakistani heart surgeon Hasnat Khan.","The life of Diana, Princess of Wales, is the subject of a new BBC documentary.",
https://www.imdb.com/title/tt6110504/,"The stranger-than-fiction true story of George Lazenby, a poor Australian car mechanic who, through an unbelievable set of circumstances, landed the role of James Bond in On Her Majesty's Secret Service (1969), despite having never acted a day in his life. Then after being offered the next seven Bond films and a $1 million signing bonus, he turned it all down.",The story of the man who turned down the chance to be James Bond.,
https://www.imdb.com/title/tt5016946/,"Two underclassmen roommates at an all-boys boarding school eventually and unexpectedly bond, one a social outcast, the other a star rugby player. With a new English teacher challenging students to find their own voices, the boys' friendship is tested by the rugby-obsessed expectations of others after one is found to be gay.",A coming-of-age story set in an all-boys boarding school.,
https://www.imdb.com/title/tt3216348/,"In New York, the boy Cameron lives with his Dutch mother Lindsey that is divorced from his alcoholic father Dan. One night, Cameron overhears a noise in the kitchen and is attacked by a homeless woman: however he kills the woman, breaking her neck. The Vatican representative Camilla summons the scientist Dr. Ember to help the boy that is possessed and the exorcism is not effective. Dr. Ember has the ability to enter in the mind of people possessed by demons and bring them back to reality in a dangerous procedure with the support of his team composed by Oliver and Riley. When Dr. Ember visits Cameron, he realizes that the boy is possessed by the insidious demon Maggie, who killed his wife and son in a car accident. Will Dr. Ember succeed in destroying Maggie and saving Cameron?",A young boy is possessed by a demon that kills people.,
https://www.imdb.com/title/tt2948790/,"An attractive but lonely nurse accepts a blind date setup by a co-worker and arranges for them to meet at her home. A stranger arrives on her porch before the arranged time and she mistakes him for her blind date. The stranger rapes her and leaves her seriously traumatized. Her life falls apart and she enters depression. She learns much later he is in a prison an hour away and begins visiting him, first to confront him and her fears. Then she starts to flirt and her spirits improve dramatically in the rest of her life.",The rape of a woman by a stranger on a blind date is the subject of this psychological thriller.,
https://www.imdb.com/title/tt2978576/,"A down on his luck William ""Bill"" Shakespeare decides to pursue his latest dream: to be an aspiring writer. His adventure soon becomes dangerous when he is caught between a act of murder.",A murder mystery set in the fictional town of Stratford-upon-Avon.,
https://www.imdb.com/title/tt5616294/,"Evan Birch is a family man and esteemed professor at a distinguished college, where his charm and reputation have made his philosophy class very popular. When a female student named Joyce goes missing, Evan's previous off-campus dalliances make his wife question his alibi. Gruff police Detective Malloy has even more reason to be suspicious when crucial evidence makes Evan the prime suspect in Joyce's disappearance. Suddenly, the questions Evan faces aren't merely academic - they're a matter of life or death.","A murder mystery set in the small town of Gruff, Maine, in the 1970s and 1980s.",
https://www.imdb.com/title/tt3226786/,"Brothers Joe and Ben Weider were the architects of muscle. Against all odds, they launched an empire. Along the way they discovered Arnold Schwarzenegger, inspired female empowerment, championed diversity, and started a movement that changed the world.",The story of the Weider Bros.,
https://www.imdb.com/title/tt2298394/,"In New York City, a small group of passionate women launch a revolution movement to ""Free the Nipple"" and decriminalize the female body. Based on a true story, this mass movement of topless women, armed with First Amendment lawyers, graffiti installations and national publicity stunts, invade New York City to protest the backwards censorship laws in the USA. The film centers on a liberal journalist, named With, who sees potential in a story and hooks herself up with the group of women, led by the idealistic and eccentric Liv, and works with the close-knit of to follow the group in their quest.","""Free the Nipple"" is the story of a small group of passionate women launch a revolution movement to ""Free the Nipple"" and decriminalize the female body.",
https://www.imdb.com/title/tt2171867/,"After failing to get into the police academy, Chris Potamitis (Liam Hemsworth), settles for a security guard job with the EMPIRE STATE Armored Truck Company. Chris makes the mistake of mentioning the company's lax security to his best friend, Eddie (Michael Angarano), and is soon unwittingly drawn into an elaborate scheme to rob the abundant amounts of cash being stored there - resulting in the largest cash heist in U.S. History. As the stakes continue to rise, Chris and Eddie must outwit Detective James Ransone (Dwayne Johnson), an NYPD veteran who is hot on their trail, as well as the local crime lords that want to know who pulled off a job on their turf, or suffer the consequences.","Liam Hemsworth, Dwayne ""The Rock"" Johnson and Michael Angarano star in the action-packed crime thriller Thor: Ragnarok.",
https://www.imdb.com/title/tt2300975/,"Jessabelle ""Jessie"" Laurent is pregnant and accepts to move to the house of her boyfriend to raise a family of their own. However they have a car accident where her boyfriend and her baby die. Jessie is seriously wounded and trapped to a wheelchair, and the direction of the hospital asks her to contact her estranged father to help her. Leon Laurent brings his daughter to his house in Louisiana and lodges her in her mother's room. Jessie snoops around the room and finds a videotape where her mother Kate Laurent is pregnant and reads tarot cards to her. She tells that Jessie would never left Louisiana; she is attracted by water; and another woman wants her out of the house. However Leon arrives and destroys the tape. On the next morning, Jessie watches another videotape when her father is out of the house, and her mother talks about the man that had taught her to read cards, Moses. Jessie is haunted by the ghost of a woman and her father discovers the two other videotapes she has hidden. When he tries to destroy them, something happens to him and he is burnt to death trapped in a shed. During the funeral, Jessie meets her high-school friend Preston Sanders, who is unhappily married. Preston decides to help Jessie after watching the videotapes. Who might be haunting Jessie?",A young woman is haunted by the ghost of a woman and her father discovers the two other videotapes she has hidden. Jessie is haunted by the ghost of a woman and her father discovers the two other videotapes she has hidden.,
https://www.imdb.com/title/tt2505294/,"Beautiful, wild, funny, and lost, Katie Kampenfelt takes a year off before college to find herself, all the while chronicling her adventures in an anonymous blog into which she pours her innermost secrets. Eventually, Katie's fearless narrative begins to crack, and dark pieces of her past emerge.","A coming-of-age story set in a small town in the American Midwest, A Year in the Life is a coming-of-age story set in a small town in the American Midwest, A Year in the Life is a coming-of-age story set in a small town in the American Midwest",
https://www.imdb.com/title/tt1928340/,"When the last day of school comes for a group of students in a philosophy class, their instructor, Mr. Zimit, challenges them to different sorts of exercises that take place in a post-nuclear apocalyptic world. While there, they each get chosen professions and have to decide whether who is valuable or not because the bunker they will be staying in for a year has only enough oxygen for 10 people. Mr. Zimit challenges them in different rounds to see how they could survive. Issues arise when they notice Mr. Zimit is disruptive to the game.","A group of students in a philosophy class have to decide whether they are valuable or not because the bunker they will be staying in for a year has only enough oxygen for 10 people. While there, they each get chosen professions and have to decide whether who is valuable or not because the bunker they will be staying in",
https://www.imdb.com/title/tt6952960/,"Lisa Spinelli is a Staten Island teacher who is unusually devoted to her students. When she discovers one of her five-year-olds is a prodigy, she becomes fascinated with the boy, ultimately risking her family and freedom to nurture his talent.",Based on the true story of a New York City teacher who risked her life to help a young boy with autism.,
https://www.imdb.com/title/tt3120280/,"Initially mistaken for a psychotic thriller, the main character Sierra Burgess goes on wacky misadventures as she catfishes a guy she likes, humiliates a girl who was nothing but nice to her because she ended up with a girl that Sierra doesn't deserve and sexually assults said guy. Wow, what a romantic movie.",Catfish is a romantic comedy about catfishing.,
https://www.imdb.com/title/tt3038708/,"Twenty years after the events of Iron Sky, the former Nazi Moonbase has become the last refuge of mankind. Earth was devastated by a nuclear war, but buried deep under the wasteland lies a power that could save the last of humanity - or destroy it once and for all. The truth behind the creation of mankind will be revealed when an old enemy leads our heroes on an adventure into the Hollow Earth. To save humanity they must fight the Vril, an ancient shapeshifting reptilian race and their army of dinosaurs.",The Hollow Earth is the next chapter in the epic saga of Iron Sky.,
https://www.imdb.com/title/tt2946308/,"""Gay of Thrones"" parodies the very popular show Game of Thrones (2011).",Check it out!,
https://www.imdb.com/title/tt3212232/,"When the manager of Honda vehicles Stanley Hill returns to Columbus, Ohio, he is welcomed by his beloved wife Vivian at the airport. Vivian is an advisor of Governor Merserve, who has reduced the crime rate in Ohio, and now she is analyzing the environmental effect of a duct of oil in Columbus. When they are at the parking lot, they are approached by three scumbags that kill Vivian. Stan identifies one of the thugs to Det. Gibson and Det. Walker, but they release the criminal telling that they do not have enough evidences to keep him locked up. But Stan is a former CIA operative and he seeks out his former partner Dennis to find justice to Vivian. Soon they find a network of corruption in very high level and Stan decides to eliminate the problem.",The latest episode of the hit TV series The Shield is now available on Netflix.,
